Time,SourceID,SourceAddress,SourceType,SourceLocation,DestinationServiceAddress,DestinationServiceType,DestinationServiceLocation,AccessedNodeAddress,AccessedNodeType,Operation,Value
133.643439,vgr,/vgr_node,Next Task,FischerTechnik,/vgr_node,Motion Sensor,FischerTechnik,"/diagnostics, /new_order, /provide_empty_loc, /provide_empty_loc_back, /rosout, /sld_blue_pub, /sld_red_pub, /sld_white_pub, /vgr_drop_off, /vgr_new_material, /vgr_pub",String,notify-callback,VGR Dropped Material at DPS
141.2655774,vgr,/vgr_node,Next Task,FischerTechnik,/vgr_node,Reference Switch,FischerTechnik,"/diagnostics, /new_order, /provide_empty_loc, /provide_empty_loc_back, /rosout, /sld_blue_pub, /sld_red_pub, /sld_white_pub, /vgr_drop_off, /vgr_new_material, /vgr_pub",String,notify-callback,VGR is Set to Home
141.3134805,cobot,/listener,Motion Sensor,FischerTechnik,/status_update,Next Task,Expansion,"/lego_blue_pub, /lego_red_pub, /lego_white_pub, /rosout, /vgr_drop_off ",Boolean,notify-callback,Order is ready for pick up
141.5576442,vgr,/vgr_node,Motion Sensor,FischerTechnik,/listener,Next Task,Expansion,"/diagnostics, /new_order, /provide_empty_loc, /provide_empty_loc_back, /rosout, /sld_blue_pub, /sld_red_pub, /sld_white_pub, /vgr_drop_off, /vgr_new_material, /vgr_pub",String,notify-callback,Calling Cobot for picking
185.4340707,lego,/lego_node,Motion Sensor,Expansion,/listener,Next Task,Expansion,"/lego_blue_pub, /lego_red_pub, /lego_white_pub, /rosout, /vgr_drop_off ",Boolean,notify-callback,Blue order is ready for pick up
185.437537,lego,/lego_node,Motion Sensor,Expansion,/listener,Next Task,Expansion,"/diagnostics, /lego_blue_pub, /lego_red_pub, /lego_white_pub, /rosout ",String,notify-callback,Calling Cobot for blue Pick up
210.4650758,vgr,/vgr_node,Motion Sensor,FischerTechnik,/vgr_node,Next Task,FischerTechnik,"/diagnostics, /new_order, /provide_empty_loc, /provide_empty_loc_back, /rosout, /sld_blue_pub, /sld_red_pub, /sld_white_pub, /vgr_drop_off, /vgr_new_material, /vgr_pub",Boolean,notify-callback,VGR is Picking Up Material from in-Processing Unit
221.6939082,vgr,/vgr_node,Next Task,FischerTechnik,/vgr_node,Next Task,FischerTechnik,"/diagnostics, /new_order, /provide_empty_loc, /provide_empty_loc_back, /rosout, /sld_blue_pub, /sld_red_pub, /sld_white_pub, /vgr_drop_off, /vgr_new_material, /vgr_pub",String,notify-callback,VGR is Moving to DPS Color Sensor
226.1907735,vgr,/vgr_node,Color Sensor,FischerTechnik,/status_update,Next Task,FischerTechnik,"/diagnostics, /new_order, /provide_empty_loc, /provide_empty_loc_back, /rosout, /sld_blue_pub, /sld_red_pub, /sld_white_pub, /vgr_drop_off, /vgr_new_material, /vgr_pub",String,notify-callback,DPS Detected Blue Object
226.3912771,main,/status_update,Order,FischerTechnik,/vgr_node,Next Task,FischerTechnik,"/provide_empty_loc, /provide_empty_loc_back, /rosout, /what_is_empty, /what_is_occupied",String,read,Published Return Position
235.6352763,main,/Order,Next Task,FischerTechnik,/vgr_node,Next Task,FischerTechnik,"/diagnostics, /new_order, /provide_empty_loc, /provide_empty_loc_back, /rosout, /sld_blue_pub, /sld_red_pub, /sld_white_pub, /vgr_drop_off, /vgr_new_material, /vgr_pub",String,notify-callback,VGR is Moving to HBW
242.8997786,hbw,/hbw_node,Reference Switch,FischerTechnik,/hbw_node,Next Task,FischerTechnik,"/diagnostics, /hbw_pub, /new_order, /rosout, /vgr_new_material, /what_is_empty, /what_is_occupied",String,notify-callback,HBW Picked Empty Box from The Shelf
260.1496475,hbw,/hbw_node,Motion Sensor,FischerTechnik,/hbw_node,Next Task,FischerTechnik,"/diagnostics, /hbw_pub, /new_order, /rosout, /vgr_new_material, /what_is_empty, /what_is_occupied",String,notify-callback,HBW Placed Box on the Belt
260.7655592,hbw,/hbw_node,Motion Sensor,FischerTechnik,/vgr_node,Next Task,FischerTechnik,"/diagnostics, /new_order, /provide_empty_loc, /provide_empty_loc_back, /rosout, /sld_blue_pub, /sld_red_pub, /sld_white_pub, /vgr_drop_off, /vgr_new_material, /vgr_pub",Boolean,notify-callback,VGR Dropped Material at HBW
267.1938783,hbw,/hbw_node,Next Task,FischerTechnik,/hbw_node,Next Task,FischerTechnik,"/diagnostics, /hbw_pub, /new_order, /rosout, /vgr_new_material, /what_is_empty, /what_is_occupied",String,notify-callback,HBW Material is Dropped by VGR
269.1846518,hbw,/hbw_node,Motion Sensor,FischerTechnik,/hbw_node,Next Task,FischerTechnik,"/diagnostics, /hbw_pub, /new_order, /rosout, /vgr_new_material, /what_is_empty, /what_is_occupied",Boolean,notify-callback,Material is Ready for HBW Pick Up
269.7758101,hbw,/hbw_node,Motion Sensor,FischerTechnik,/hbw_node,Next Task,FischerTechnik,"/diagnostics, /hbw_pub, /new_order, /rosout, /vgr_new_material, /what_is_empty, /what_is_occupied",Boolean,notify-callback,HBW Picked up Material from the Belt
271.2094298,vgr,/vgr_node,Next Task,FischerTechnik,/vgr_node,Reference Switch,FischerTechnik,"/diagnostics, /new_order, /provide_empty_loc, /provide_empty_loc_back, /rosout, /sld_blue_pub, /sld_red_pub, /sld_white_pub, /vgr_drop_off, /vgr_new_material, /vgr_pub",String,notify-callback,VGR is Set to Home
287.9520979,hbw,/hbw_node,Next Task,FischerTechnik,/status_update,Next Task,FischerTechnik,"/diagnostics, /hbw_pub, /new_order, /rosout, /vgr_new_material, /what_is_empty, /what_is_occupied",String,notify-callback,HBW Placed Material on the Shelf
287.9654263,hbw,/hbw_node,Next Task,FischerTechnik,/status_update,Next Task,FischerTechnik,"/provide_empty_loc, /rosout, /what_is_empty, /what_is_occupied",String,notify-callback,Status Updated Successfully
299.1207999,hbw,/hbw_node,Reference Switch,FischerTechnik,/status_update,Next Task,FischerTechnik,"/diagnostics, /hbw_pub, /new_order, /rosout, /vgr_new_material, /what_is_empty, /what_is_occupied",String,notify-callback,HBW Robot is Set to Home
